id,EAP,HPL,MWS
id02310,0.000440458301455,0.000044596108637,0.999514937400818
id24541,0.999999761581421,0.000000174513076,0.000000133684182
id00134,0.000000319602236,0.999999523162842,0.000000078865149
id27757,0.999999880790710,0.000000161064264,0.000000005153363
id04081,0.251898944377899,0.597789704799652,0.150311410427094
id27337,0.999997138977051,0.000002741882781,0.000000138845024
id24265,0.999998569488525,0.000001281520326,0.000000148194459
id25917,0.000000097411835,0.999999523162842,0.000000403052951
id04951,1.000000000000000,0.000000042114493,0.000000006234952
id14549,1.000000000000000,0.000000038578456,0.000000040302989
id22505,0.000000061859083,0.999958872795105,0.000040980539779
id24002,0.000000000293654,1.000000000000000,0.000000001684914
id18982,0.000000474173873,0.000001929894324,0.999997615814209
id15181,0.000000006529975,1.000000000000000,0.000000027105358
id21888,0.996958374977112,0.000601420528255,0.002440288430080
id12035,0.000004409068879,0.000001150260914,0.999994397163391
id17991,0.264400064945221,0.000160469062394,0.735439479351044
id10707,1.000000000000000,0.000000031275409,0.000000002955717
id07101,0.999769270420074,0.000036578807340,0.000194168838789
id00345,0.999997138977051,0.000002733908786,0.000000083394966
id05912,0.999995470046997,0.000004013393209,0.000000486394811
id13443,0.998857855796814,0.000624523148872,0.000517636246514
id09248,0.990212857723236,0.000866189424414,0.008920984342694
id17542,0.004484434146434,0.708973765373230,0.286541819572449
id06995,0.002613702556118,0.000137874580105,0.997248351573944
id25159,0.496434181928635,0.001175529556349,0.502390325069427
id25729,0.997480213642120,0.001354200299829,0.001165580353700
id26949,0.999998807907104,0.000001118076625,0.000000071678855
id27191,0.000001292047500,0.000000717710350,0.999997973442078
id07668,0.999998688697815,0.000000921828871,0.000000384395292
id02230,0.003237246302888,0.268704175949097,0.728058576583862
id15553,0.999989271163940,0.000008399093531,0.000002415734343
id25688,0.000000001418815,1.000000000000000,0.000000034045300
id17545,0.999559700489044,0.000430765619967,0.000009493882317
id13929,0.967084825038910,0.004616552963853,0.028298547491431
id12880,0.001609563361853,0.716523230075836,0.281867176294327
id19282,0.000014590168576,0.999984502792358,0.000000919262845
id14690,0.000000001610779,0.000000009096734,1.000000000000000
id17975,0.000225678013521,0.966079115867615,0.033695183694363
id08037,1.000000000000000,0.000000029405870,0.000000006431435
id15412,0.000319148355629,0.000017674608898,0.999663233757019
id25032,0.984452545642853,0.000175176392077,0.015372208319604
id27165,1.000000000000000,0.000000003911576,0.000000000239300
id03327,0.999967694282532,0.000010700084204,0.000021565039788
id18515,0.999999880790710,0.000000080535315,0.000000002850694
id21003,0.001463563996367,0.981668412685394,0.016867920756340
id23855,0.000000034045822,1.000000000000000,0.000000008743506
id20724,0.991504609584808,0.002038893755525,0.006456431467086
id13303,0.999987483024597,0.000007426864613,0.000005180842436
id16521,0.000000150396417,0.999987840652466,0.000012021219845
id20775,1.000000000000000,0.000000007075510,0.000000000427857
id13029,0.999967575073242,0.000029721177270,0.000002789016207
id14660,0.999997258186340,0.000002565628392,0.000000069126578
id11028,0.000000015535221,0.000000052377647,0.999999880790710
id14180,1.000000000000000,0.000000004560309,0.000000003937153
id25860,0.999984502792358,0.000014399479369,0.000001128193162
id11910,0.002856829669327,0.012419174425304,0.984724044799805
id08065,0.000544360838830,0.000126282960991,0.999329328536987
id22674,0.000086574516899,0.000201829810976,0.999711573123932
id25018,0.999809682369232,0.000092965696240,0.000097432879556
id10892,0.000000008020447,0.999999880790710,0.000000076928579
id10217,0.999782621860504,0.000210349811823,0.000007012482456
id12996,0.109936453402042,0.009531000629067,0.880532503128052
id18262,0.735322237014771,0.227720141410828,0.036957621574402
id08606,0.000000000006250,1.000000000000000,0.000000000021283
id17233,0.938510417938232,0.004294982179999,0.057194605469704
id00101,0.999999523162842,0.000000339413674,0.000000169915182
id12225,0.995930373668671,0.002176489448175,0.001893124775961
id01364,0.000000305336727,0.999999523162842,0.000000086651454
id24973,0.021403681486845,0.977170586585999,0.001425740076229
id25363,0.999999880790710,0.000000138242257,0.000000018719192
id10061,0.999807894229889,0.000108445339720,0.000083677397924
id17673,0.964950501918793,0.002239315537736,0.032810185104609
id13249,0.144271135330200,0.005091382190585,0.850637555122375
id10107,0.000000200571179,0.000002043246468,0.999997735023499
id04403,0.999992370605469,0.000004968593657,0.000002606142743
id25728,0.999999761581421,0.000000067619006,0.000000061586128
id16184,0.002462946809828,0.802032768726349,0.195504352450371
id03438,0.000533907557838,0.000010484121958,0.999455630779266
id22923,0.000000000022689,1.000000000000000,0.000000000018594
id08610,0.999998211860657,0.000001611748644,0.000000140915915
id25355,0.019109850749373,0.953585505485535,0.027304608374834
id16916,0.010774621739984,0.988872110843658,0.000353303214069
id12793,0.000000400417520,0.999998688697815,0.000000968537847
id11859,0.981957793235779,0.000292883429211,0.017749359831214
id02434,0.999998569488525,0.000001192283321,0.000000245561495
id27703,0.000000161213833,0.000000623054234,0.999999165534973
id25212,0.000000157374501,0.999957084655762,0.000042803188990
id11308,0.008773670531809,0.000313379016006,0.990912914276123
id26094,0.999999761581421,0.000000224645163,0.000000057612770
id22080,0.996639132499695,0.003322668839246,0.000038123020204
id03545,1.000000000000000,0.000000002904985,0.000000000200814
id23725,0.000029431635994,0.000226340300287,0.999744236469269
id12009,0.999999642372131,0.000000343446743,0.000000051879706
id24241,0.126059919595718,0.591835439205170,0.282104611396790
id03596,0.000000000073733,1.000000000000000,0.000000000461010
id10749,0.042865406721830,0.956720650196075,0.000413848145399
id22794,0.000003740249440,0.000047212175559,0.999949097633362
id15482,0.000123576566693,0.831567704677582,0.168308690190315
id04833,0.898323118686676,0.101575978100300,0.000100839090010
id00397,0.000000479538699,0.000079173325503,0.999920368194580
id14691,0.000079010853369,0.020805334672332,0.979115724563599
id05193,0.000000188558317,0.000000114205314,0.999999642372131
id19541,0.999960422515869,0.000037782669096,0.000001846436703
id22166,0.000000000052063,0.000000004034896,1.000000000000000
id20744,0.000000012278359,0.000000211167674,0.999999761581421
id10392,0.000000475486644,0.999873638153076,0.000125831546029
id00770,1.000000000000000,0.000000022321236,0.000000013824958
id06018,0.999996781349182,0.000003094630756,0.000000135543942
id15678,0.999996423721313,0.000003098250090,0.000000482058624
id08305,0.996219575405121,0.003749404335395,0.000031002502510
id08903,0.000015633566363,0.000018331222236,0.999966025352478
id14752,0.999999761581421,0.000000297529596,0.000000033199534
id12468,0.000000000019961,1.000000000000000,0.000000000506880
id05085,0.999998092651367,0.000001214264330,0.000000684718714
id21993,0.999996542930603,0.000000538220661,0.000002824777084
id15503,0.999999523162842,0.000000455390563,0.000000005741308
id03021,0.000000011120492,0.999999761581421,0.000000219498816
id16123,0.999999761581421,0.000000221392597,0.000000021652189
id19383,0.999999642372131,0.000000379682973,0.000000046566090
id04186,0.999997377395630,0.000002164476882,0.000000466156848
id17954,0.000000006968497,0.000000140061630,0.999999880790710
id12030,0.000102467951365,0.000000130467100,0.999897360801697
id13020,0.999823510646820,0.000176077097422,0.000000438203188
id25327,0.000000016518305,0.999999880790710,0.000000144274111
id16344,0.000000391922384,0.000000582302050,0.999999046325684
id12303,0.002472451422364,0.997521817684174,0.000005723667982
id15017,1.000000000000000,0.000000028049753,0.000000007927430
id22308,0.997130811214447,0.000472404179163,0.002396864118055
id06536,0.000000166245883,0.000005059418072,0.999994754791260
id19797,0.079721674323082,0.697919547557831,0.222358748316765
id06332,0.991589486598969,0.000529466080479,0.007881039753556
id22941,0.030686993151903,0.732694685459137,0.236618310213089
id13547,0.000000169918394,0.978638589382172,0.021361360326409
id06928,0.000003998080047,0.000001019370757,0.999994993209839
id12521,0.082888357341290,0.916139245033264,0.000972406473011
